word,word_mark,pos_tag,annotation
res,##res,NOUN,O
east,east,ADV,O
of,of,ADP,O
the,the,DET,O
state,state,NOUN,O
capital,capital,NOUN,O
of,of,ADP,O
Ad,Ad,PROPN,B-geo
elaide,##elaide,PROPN,I-geo
",",",",PUNCT,O
about,about,ADV,O
32,32,NUM,O
kil,kil,NOUN,O
omet,##omet,NOUN,O
res,##res,NOUN,O
west,west,ADV,O
of,of,ADP,O
the,the,DET,O
mun,mun,ADJ,O
icip,##icip,ADJ,O
al,##al,ADJ,O
seat,seat,NOUN,O
of,of,ADP,O
P,P,PROPN,B-geo
inn,##inn,PROPN,I-geo
aroo,##aroo,PROPN,I-geo
and,and,CCONJ,O
about,about,ADV,O
14,14,NUM,O
kil,kil,NOUN,O
omet,##omet,NOUN,O
res,##res,NOUN,O
east,east,ADV,O
of,of,ADP,O
the,the,DET,O
town,town,NOUN,O
of,of,ADP,O
L,L,PROPN,B-geo
amer,##amer,PROPN,I-geo
oo,##oo,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
M,M,PROPN,B-geo
ann,##ann,PROPN,I-geo
um,##um,PROPN,I-geo
is,is,AUX,O
the,the,DET,O
seat,seat,NOUN,O
of,of,ADP,O
the,the,DET,O
Mid,Mid,PROPN,B-geo
Murray,Murray,PROPN,I-geo
Council,Council,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
is,is,AUX,O
sit,sit,VERB,O
uated,##uated,VERB,O
in,in,ADP,O
the,the,DET,O
state,state,NOUN,O
elect,elect,ADJ,O
oral,##oral,ADJ,O
dist,dist,NOUN,O
rict,##rict,NOUN,O
of,of,ADP,O
Ham,Ham,PROPN,O
mond,##mond,PROPN,O
and,and,CCONJ,O
the,the,DET,O
f,f,ADJ,O
ederal,##ederal,ADJ,O
Div,Div,PROPN,O
ision,##ision,PROPN,O
of,of,ADP,O
B,B,PROPN,O
ark,##ark,PROPN,O
er,##er,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
It,It,PRON,O
is,is,AUX,O
one,one,NUM,O
of,of,ADP,O
the,the,DET,O
l,l,NOUN,O
akes,##akes,NOUN,O
on,on,ADP,O
the,the,DET,O
F,F,PROPN,B-geo
lim,##lim,PROPN,I-geo
s,##s,PROPN,I-geo
R,R,PROPN,O
ocks,##ocks,PROPN,O
l,##l,PROPN,O
ide,##ide,PROPN,O
dep,dep,NOUN,O
os,##os,NOUN,O
its,##its,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
South,South,PROPN,B-geo
M,M,PROPN,I-geo
ol,##ol,PROPN,I-geo
le,##le,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
",",",",PUNCT,O
part,part,NOUN,O
of,of,ADP,O
the,the,DET,O
Wh,Wh,PROPN,B-geo
its,##its,PROPN,I-geo
und,##und,PROPN,I-geo
ay,##ay,PROPN,I-geo
Is,Is,PROPN,I-geo
lands,##lands,PROPN,I-geo
",",",",PUNCT,O
is,is,AUX,O
a,a,DET,O
res,res,NOUN,O
ort,##ort,NOUN,O
is,is,NOUN,O
land,##land,NOUN,O
in,in,ADP,O
the,the,DET,O
Wh,Wh,PROPN,O
its,##its,PROPN,O
und,##und,PROPN,O
ay,##ay,PROPN,O
section,section,NOUN,O
of,of,ADP,O
the,the,DET,O
Great,Great,PROPN,B-geo
Bar,Bar,PROPN,I-geo
rier,##rier,PROPN,I-geo
Re,Re,PROPN,I-geo
ef,##ef,PROPN,I-geo
Mar,Mar,PROPN,I-geo
ine,##ine,PROPN,I-geo
Park,Park,PROPN,I-geo
in,in,ADP,O
Australia,Australia,PROPN,B-geo
.,.,PUNCT,O
###,###,SPACE,O
Tr,Tr,PROPN,B-geo
?o,##?o,PROPN,I-geo
c,##c,PROPN,I-geo
B,B,PROPN,I-geo
¨¢,##¨¢,PROPN,I-geo
o,##o,PROPN,I-geo
?,##?,PROPN,I-geo
ch,##ch,PROPN,I-geo
Lake,Lake,PROPN,I-geo
is,is,AUX,O
one,one,NUM,O
of,of,ADP,O
the,the,DET,O
many,many,ADJ,O
l,l,NOUN,O
akes,##akes,NOUN,O
in,in,ADP,O
the,the,DET,O
city,city,NOUN,O
of,of,ADP,O
H,H,PROPN,B-geo
ano,##ano,PROPN,I-geo
i,##i,PROPN,I-geo
",",",",PUNCT,O
the,the,DET,O
capital,capital,NOUN,O
of,of,ADP,O
V,V,PROPN,B-geo
iet,##iet,PROPN,I-geo
nam,##nam,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
X,X,PROPN,O
iny,##iny,PROPN,O
e,##e,PROPN,O
is,is,AUX,O
a,a,DET,O
historic,historic,ADJ,O
vill,vill,NOUN,O
age,##age,NOUN,O
in,in,ADP,O
D,D,PROPN,B-geo
aci,##aci,PROPN,I-geo
yan,##yan,PROPN,I-geo
Town,Town,PROPN,I-geo
",",",",PUNCT,O
J,J,PROPN,B-geo
i,##i,PROPN,I-geo
ande,##ande,PROPN,I-geo
City,City,PROPN,I-geo
",",",",PUNCT,O
H,H,PROPN,B-geo
ang,##ang,PROPN,I-geo
zhou,##zhou,PROPN,I-geo
",",",",PUNCT,O
in,in,ADP,O
the,the,DET,O
west,west,NOUN,O
of,of,ADP,O
Z,Z,PROPN,B-geo
he,##he,PROPN,I-geo
jiang,##jiang,PROPN,I-geo
Prov,Prov,PROPN,I-geo
ince,##ince,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Its,Its,PRON,O
name,name,NOUN,O
is,is,AUX,O
in,in,ADP,O
hon,hon,NOUN,O
or,##or,NOUN,O
of,of,ADP,O
Captain,Captain,PROPN,O
William,William,PROPN,O
But,But,PROPN,O
ler,##ler,PROPN,O
",",",",PUNCT,O
who,who,PRON,O
was,was,AUX,O
born,born,VERB,O
in,in,ADP,O
Virginia,Virginia,PROPN,B-geo
and,and,CCONJ,O
f,f,VERB,O
ought,##ought,VERB,O
in,in,ADP,O
the,the,DET,O
C,C,PROPN,O
reek,##reek,PROPN,O
War,War,PROPN,O
",",",",PUNCT,O
and,and,CCONJ,O
who,who,PRON,O
was,was,AUX,O
killed,killed,VERB,O
in,in,ADP,O
May,May,PROPN,O
18,18,NUM,O
18,##18,NUM,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
S,S,PROPN,B-geo
ask,##ask,PROPN,I-geo
atchewan,##atchewan,PROPN,I-geo
River,River,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
major,major,ADJ,O
river,river,NOUN,O
in,in,ADP,O
Canada,Canada,PROPN,O
",",",",PUNCT,O
about,about,ADV,O
550,550,NUM,O
kil,kil,NOUN,O
omet,##omet,NOUN,O
res,##res,NOUN,O
long,long,ADJ,O
",",",",PUNCT,O
fl,fl,VERB,O
owing,##owing,VERB,O
rough,rough,ADV,O
ly,##ly,ADV,O
east,east,ADV,O
ward,##ward,ADV,O
ac,ac,ADP,O
ross,##ross,ADP,O
S,S,PROPN,B-geo
ask,##ask,PROPN,I-geo
atchewan,##atchewan,PROPN,I-geo
and,and,CCONJ,O
Man,Man,PROPN,B-geo
it,##it,PROPN,I-geo
oba,##oba,PROPN,I-geo
to,to,PART,O
empty,empty,VERB,O
into,into,ADP,O
Lake,Lake,PROPN,B-geo
W,W,PROPN,I-geo
inn,##inn,PROPN,I-geo
ipeg,##ipeg,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
It,It,PRON,O
lies,lies,VERB,O
between,between,ADP,O
the,the,DET,O
gl,gl,NOUN,O
ac,##ac,NOUN,O
iers,##iers,NOUN,O
of,of,ADP,O
Ar,Ar,PROPN,B-geo
gent,##gent,PROPN,I-geo
i,##i,PROPN,I-geo
?¡§re,##?¡§re,PROPN,I-geo
and,and,CCONJ,O
L,L,PROPN,O
',##',PROPN,O
A,##A,PROPN,O
Ne,Ne,PROPN,O
uve,##uve,PROPN,O
",",",",PUNCT,O
west,west,NOUN,O
of,of,ADP,O
La,La,PROPN,B-geo
F,F,PROPN,I-geo
ou,##ou,PROPN,I-geo
ly,##ly,PROPN,I-geo
",",",",PUNCT,O
the,the,DET,O
cl,cl,ADJ,O
os,##os,ADJ,O
est,##est,ADJ,O
loc,loc,NOUN,O
ality,##ality,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Arm,Arm,PROPN,B-geo
ira,##ira,PROPN,I-geo
Gl,Gl,PROPN,I-geo
ac,##ac,PROPN,I-geo
ier,##ier,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
1,1,NUM,O
.,##.,NUM,O
6,##6,NUM,O
n,n,ADJ,O
autical,##autical,ADJ,O
m,m,NOUN,O
iles,##iles,NOUN,O
long,long,ADV,O
gl,gl,ADJ,O
ac,##ac,ADJ,O
ier,##ier,ADJ,O
on,on,ADP,O
Smith,Smith,PROPN,O
Is,Is,PROPN,O
land,##land,PROPN,O
in,in,ADP,O
the,the,DET,O
South,South,PROPN,B-geo
S,S,PROPN,I-geo
het,##het,PROPN,I-geo
land,##land,PROPN,I-geo
Is,Is,PROPN,I-geo
lands,##lands,PROPN,I-geo
",",",",PUNCT,O
Ant,Ant,PROPN,O
ar,##ar,PROPN,O
ctica,##ctica,PROPN,O
dr,dr,VERB,O
aining,##aining,VERB,O
the,the,DET,O
s,s,ADJ,O
outheast,##outheast,ADJ,O
sl,sl,NOUN,O
opes,##opes,NOUN,O
of,of,ADP,O
I,I,PROPN,B-geo
me,##me,PROPN,I-geo
on,##on,PROPN,I-geo
Range,Range,PROPN,I-geo
s,s,ADV,O
outheast,##outheast,ADV,O
of,of,ADP,O
Sl,Sl,PROPN,B-geo
ave,##ave,PROPN,I-geo
y,##y,PROPN,I-geo
kov,##kov,PROPN,I-geo
Pe,Pe,PROPN,I-geo
ak,##ak,PROPN,I-geo
and,and,CCONJ,O
east,east,NOUN,O
of,of,ADP,O
Ne,Ne,PROPN,B-geo
of,##of,PROPN,I-geo
it,##it,PROPN,I-geo
Pe,Pe,PROPN,I-geo
ak,##ak,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
H,H,PROPN,B-geo
ef,##ef,PROPN,I-geo
ei,##ei,PROPN,I-geo
is,is,AUX,O
the,the,DET,O
capital,capital,NOUN,O
and,and,CCONJ,O
largest,largest,ADJ,O
city,city,NOUN,O
of,of,ADP,O
An,An,PROPN,B-geo
h,##h,PROPN,I-geo
ui,##ui,PROPN,I-geo
Prov,Prov,PROPN,I-geo
ince,##ince,PROPN,I-geo
",",",",PUNCT,O
People,People,PROPN,B-geo
's,'s,PART,I-geo
Republic,Republic,PROPN,I-geo
of,of,ADP,I-geo
China,China,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
L,L,PROPN,O
??,##??,PROPN,O
ner,##ner,PROPN,O
Lake,Lake,PROPN,O
is,is,AUX,O
a,a,DET,O
large,large,ADJ,O
lake,lake,NOUN,O
near,near,SCONJ,O
the,the,DET,O
town,town,NOUN,O
of,of,ADP,O
Bl,Bl,PROPN,B-geo
ud,##ud,PROPN,I-geo
enz,##enz,PROPN,I-geo
in,in,ADP,O
V,V,PROPN,B-geo
or,##or,PROPN,I-geo
arl,##arl,PROPN,I-geo
berg,##berg,PROPN,I-geo
",",",",PUNCT,O
Aust,Aust,PROPN,B-geo
ria,##ria,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
town,town,NOUN,O
is,is,AUX,O
named,named,VERB,O
after,after,ADP,O
Robert,Robert,PROPN,O
N,N,PROPN,O
ort,##ort,PROPN,O
on,##on,PROPN,O
",",",",PUNCT,O
who,who,PRON,O
ar,ar,VERB,O
rived,##rived,VERB,O
in,in,ADP,O
South,South,PROPN,B-geo
Australia,Australia,PROPN,I-geo
short,short,ADV,O
ly,##ly,ADV,O
after,after,ADP,O
its,its,PRON,O
pro,pro,NOUN,O
clamation,##clamation,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
made,made,VERB,O
the,the,DET,O
first,first,ADJ,O
recorded,recorded,VERB,O
cl,cl,NOUN,O
imb,##imb,NOUN,O
in,in,ADP,O
the,the,DET,O
area,area,NOUN,O
in,in,ADP,O
18,18,NUM,O
36,##36,NUM,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
Sac,Sac,PROPN,B-geo
rower,##rower,PROPN,I-geo
See,See,PROPN,I-geo
),),PUNCT,O
is,is,AUX,O
a,a,DET,O
German,German,ADJ,O
lake,lake,NOUN,O
in,in,ADP,O
the,the,DET,O
n,n,ADJ,O
orthern,##orthern,ADJ,O
part,part,NOUN,O
of,of,ADP,O
P,P,PROPN,B-geo
ots,##ots,PROPN,I-geo
dam,##dam,PROPN,I-geo
in,in,ADP,O
the,the,DET,O
State,State,PROPN,O
of,of,ADP,O
Brand,Brand,PROPN,B-geo
enburg,##enburg,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Tam,Tam,PROPN,O
Pa,Pa,PROPN,O
L,L,PROPN,O
ing,##ing,PROPN,O
is,is,AUX,O
a,a,DET,O
c,c,NOUN,O
ave,##ave,NOUN,O
in,in,ADP,O
the,the,DET,O
An,An,PROPN,B-geo
nam,##nam,PROPN,I-geo
ite,##ite,PROPN,I-geo
Mount,Mount,PROPN,I-geo
ains,##ains,PROPN,I-geo
in,in,ADP,O
north,north,NOUN,O
-,-,PUNCT,O
e,e,ADJ,O
astern,##astern,ADJ,O
L,L,PROPN,B-geo
aos,##aos,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Great,Great,PROPN,B-geo
Salt,Salt,PROPN,I-geo
Pl,Pl,PROPN,I-geo
ains,##ains,PROPN,I-geo
Lake,Lake,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
res,res,NOUN,O
erv,##erv,NOUN,O
oir,##oir,NOUN,O
l,l,VERB,O
ocated,##ocated,VERB,O
within,within,ADP,O
the,the,DET,O
Salt,Salt,PROPN,B-geo
Pl,Pl,PROPN,I-geo
ains,##ains,PROPN,I-geo
National,National,PROPN,I-geo
Wild,Wild,PROPN,I-geo
life,##life,PROPN,I-geo
Ref,Ref,PROPN,I-geo
uge,##uge,PROPN,I-geo
in,in,ADP,O
A,A,PROPN,B-geo
lf,##lf,PROPN,I-geo
alf,##alf,PROPN,I-geo
a,##a,PROPN,I-geo
Count,Count,PROPN,I-geo
y,##y,PROPN,I-geo
",",",",PUNCT,O
Ok,Ok,PROPN,B-geo
lahoma,##lahoma,PROPN,I-geo
in,in,ADP,O
the,the,DET,O
United,United,PROPN,B-geo
States,States,PROPN,I-geo
named,named,VERB,O
because,because,SCONJ,O
of,of,ADP,O
the,the,DET,O
s,s,NOUN,O
alt,##alt,NOUN,O
fl,fl,NOUN,O
ats,##ats,NOUN,O
in,in,ADP,O
the,the,DET,O
area,area,NOUN,O
and,and,CCONJ,O
for,for,ADP,O
the,the,DET,O
Salt,Salt,PROPN,B-geo
F,F,PROPN,I-geo
ork,##ork,PROPN,I-geo
Ark,Ark,PROPN,I-geo
ansas,##ansas,PROPN,I-geo
River,River,PROPN,I-geo
",",",",PUNCT,O
which,which,DET,O
is,is,AUX,O
d,d,VERB,O
ammed,##ammed,VERB,O
to,to,PART,O
form,form,VERB,O
the,the,DET,O
lake,lake,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Its,Its,PRON,O
name,name,NOUN,O
comes,comes,VERB,O
from,from,ADP,O
Irish,Irish,PROPN,B-geo
L,L,PROPN,O
och,##och,PROPN,O
n,n,PROPN,O
Each,##Each,PROPN,O
ach,##ach,PROPN,O
",",",",PUNCT,O
meaning,meaning,VERB,O
"""","""",PUNCT,O
Each,Each,PROPN,O
aid,##aid,PROPN,O
h,##h,PROPN,O
's,'s,PART,O
lake,lake,NOUN,O
"""","""",PUNCT,O
.,.,PUNCT,O
###,###,SPACE,O
It,It,PRON,O
lies,lies,VERB,O
between,between,ADP,O
the,the,DET,O
M,M,PROPN,B-geo
our,##our,PROPN,I-geo
ne,##ne,PROPN,I-geo
Mount,Mount,PROPN,I-geo
ains,##ains,PROPN,I-geo
and,and,CCONJ,O
Car,Car,PROPN,B-geo
ling,##ling,PROPN,I-geo
ford,##ford,PROPN,I-geo
L,L,PROPN,I-geo
ough,##ough,PROPN,I-geo
",",",",PUNCT,O
in,in,ADP,O
the,the,DET,O
M,M,PROPN,O
our,##our,PROPN,O
ne,##ne,PROPN,O
Area,Area,PROPN,O
of,of,ADP,O
Out,Out,PROPN,O
standing,##standing,PROPN,O
Natural,Natural,PROPN,O
Beaut,Beaut,PROPN,O
y,##y,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
North,North,NOUN,O
of,of,ADP,O
the,the,DET,O
B,B,PROPN,B-geo
alk,##alk,PROPN,I-geo
an,##an,PROPN,I-geo
Mount,Mount,PROPN,I-geo
ains,##ains,PROPN,I-geo
the,the,DET,O
river,river,NOUN,O
cross,cross,VERB,O
es,##es,VERB,O
the,the,DET,O
Dan,Dan,PROPN,B-geo
ub,##ub,PROPN,I-geo
ian,##ian,PROPN,I-geo
Pl,Pl,PROPN,I-geo
ain,##ain,PROPN,I-geo
and,and,CCONJ,O
f,f,ADV,O
inally,##inally,ADV,O
flows,flows,VERB,O
into,into,ADP,O
the,the,DET,O
Dan,Dan,PROPN,B-geo
ube,##ube,PROPN,I-geo
between,between,ADP,O
the,the,DET,O
vill,vill,NOUN,O
ages,##ages,NOUN,O
of,of,ADP,O
Bay,Bay,PROPN,O
k,##k,PROPN,O
al,##al,PROPN,O
and,and,CCONJ,O
G,G,PROPN,B-geo
igen,##igen,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
N,N,PROPN,B-geo
ors,##ors,PROPN,I-geo
j,##j,PROPN,I-geo
??,##??,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
lake,lake,NOUN,O
in,in,ADP,O
the,the,DET,O
mun,mun,NOUN,O
icip,##icip,NOUN,O
alities,##alities,NOUN,O
of,of,ADP,O
Sk,Sk,PROPN,B-geo
ien,##ien,PROPN,I-geo
",",",",PUNCT,O
N,N,PROPN,B-geo
ome,##ome,PROPN,I-geo
and,and,CCONJ,O
S,S,PROPN,B-geo
au,##au,PROPN,I-geo
her,##her,PROPN,I-geo
ad,##ad,PROPN,I-geo
in,in,ADP,O
V,V,PROPN,B-geo
est,##est,PROPN,I-geo
fold,##fold,PROPN,I-geo
og,og,PROPN,I-geo
Tele,Tele,PROPN,I-geo
mark,##mark,PROPN,I-geo
count,count,NOUN,O
y,##y,NOUN,O
",",",",PUNCT,O
Nor,Nor,PROPN,O
way,##way,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
This,This,DET,O
gl,gl,ADJ,O
ac,##ac,ADJ,O
ier,##ier,ADJ,O
is,is,AUX,O
linked,linked,VERB,O
with,with,ADP,O
B,B,PROPN,B-geo
atur,##atur,PROPN,I-geo
a,##a,PROPN,I-geo
Gl,Gl,PROPN,I-geo
ac,##ac,PROPN,I-geo
ier,##ier,PROPN,I-geo
and,and,CCONJ,O
many,many,ADJ,O
other,other,ADJ,O
gl,gl,NOUN,O
ac,##ac,NOUN,O
iers,##iers,NOUN,O
in,in,ADP,O
B,B,PROPN,B-geo
atur,##atur,PROPN,I-geo
a,##a,PROPN,I-geo
M,M,PROPN,I-geo
uz,##uz,PROPN,I-geo
t,##t,PROPN,I-geo
agh,##agh,PROPN,I-geo
mount,mount,NOUN,O
ain,##ain,NOUN,O
range,range,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
dam,dam,NOUN,O
is,is,AUX,O
built,built,VERB,O
on,on,ADP,O
upper,upper,ADJ,O
course,course,NOUN,O
of,of,ADP,O
the,the,DET,O
O,O,PROPN,B-geo
st,##st,PROPN,I-geo
rav,##rav,PROPN,I-geo
ice,##ice,PROPN,I-geo
River,River,PROPN,I-geo
and,and,CCONJ,O
has,has,VERB,O
a,a,DET,O
surface,surface,NOUN,O
of,of,ADP,O
3,3,NUM,O
.,##.,NUM,O
37,##37,NUM,O
km,km,PROPN,O
?2,##?2,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
G,G,PROPN,B-geo
ond,##ond,PROPN,I-geo
wana,##wana,PROPN,I-geo
was,was,AUX,O
a,a,DET,O
large,large,ADJ,O
land,land,NOUN,O
mass,##mass,NOUN,O
",",",",PUNCT,O
often,often,ADV,O
re,re,VERB,O
ferred,##ferred,VERB,O
to,to,ADP,O
as,as,ADP,O
a,a,DET,O
super,super,NOUN,O
cont,##cont,NOUN,O
inent,##inent,NOUN,O
",",",",PUNCT,O
that,that,DET,O
formed,formed,VERB,O
during,during,ADP,O
the,the,DET,O
late,late,ADJ,O
Ne,Ne,NOUN,O
op,##op,NOUN,O
ro,##ro,NOUN,O
ter,##ter,NOUN,O
ozo,##ozo,NOUN,O
ic,##ic,NOUN,O
and,and,CCONJ,O
be,be,VERB,O
gan,##gan,VERB,O
to,to,PART,O
break,break,VERB,O
up,up,ADP,O
during,during,ADP,O
the,the,DET,O
J,J,PROPN,O
ur,##ur,PROPN,O
assic,##assic,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
P,P,PROPN,B-geo
um,##um,PROPN,I-geo
ori,##ori,PROPN,I-geo
lies,lies,VERB,O
just,just,ADV,O
eight,eight,NUM,O
kil,kil,NOUN,O
omet,##omet,NOUN,O
res,##res,NOUN,O
west,west,ADV,O
of,of,ADP,O
Mount,Mount,PROPN,B-geo
E,E,PROPN,I-geo
ve,##ve,PROPN,I-geo
rest,##rest,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Sequ,Sequ,PROPN,B-geo
o,##o,PROPN,I-geo
ia,##ia,PROPN,I-geo
National,National,PROPN,I-geo
Forest,Forest,PROPN,I-geo
is,is,AUX,O
l,l,VERB,O
ocated,##ocated,VERB,O
in,in,ADP,O
the,the,DET,O
s,s,ADJ,O
outhern,##outhern,ADJ,O
S,S,PROPN,B-geo
ierra,##ierra,PROPN,I-geo
Nev,Nev,PROPN,I-geo
ada,##ada,PROPN,I-geo
mount,mount,NOUN,O
ains,##ains,NOUN,O
of,of,ADP,O
California,California,PROPN,B-geo
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
lake,lake,NOUN,O
is,is,AUX,O
in,in,ADP,O
the,the,DET,O
Great,Great,PROPN,B-geo
Pl,Pl,PROPN,I-geo
ain,##ain,PROPN,I-geo
of,of,ADP,I-geo
the,the,DET,I-geo
K,K,PROPN,I-geo
ouk,##ouk,PROPN,I-geo
d,##d,PROPN,I-geo
ju,##ju,PROPN,I-geo
ak,##ak,PROPN,I-geo
about,about,ADV,O
280,280,NUM,O
km,km,NOUN,O
north,north,ADV,O
west,##west,ADV,O
of,of,ADP,O
I,I,NOUN,B-geo
q,##q,NOUN,I-geo
al,##al,NOUN,I-geo
uit,##uit,NOUN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
is,is,NOUN,O
land,##land,NOUN,O
is,is,AUX,O
part,part,NOUN,O
of,of,ADP,O
the,the,DET,O
Sl,Sl,PROPN,B-geo
oping,##oping,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
Group,Group,PROPN,I-geo
sit,sit,VERB,O
uated,##uated,VERB,O
in,in,ADP,O
Nor,Nor,PROPN,B-geo
folk,##folk,PROPN,I-geo
Bay,Bay,PROPN,I-geo
and,and,CCONJ,O
sur,sur,VERB,O
rounded,##rounded,VERB,O
by,by,ADP,O
the,the,DET,O
T,T,PROPN,B-geo
as,##as,PROPN,I-geo
man,##man,PROPN,I-geo
and,and,CCONJ,O
Forest,Forest,PROPN,B-geo
ier,##ier,PROPN,I-geo
Pen,Pen,PROPN,I-geo
ins,##ins,PROPN,I-geo
ulas,##ulas,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Constructed,Constructed,VERB,O
between,between,ADP,O
1982,1982,NUM,O
and,and,CCONJ,O
1987,1987,NUM,O
by,by,ADP,O
Y,Y,ADJ,O
ug,##ug,ADJ,O
oslav,##oslav,ADJ,O
company,company,NOUN,O
H,H,PROPN,O
id,##id,PROPN,O
rote,##rote,PROPN,O
hn,##hn,PROPN,O
ika,##ika,PROPN,O
",",",",PUNCT,O
the,the,DET,O
primary,primary,ADJ,O
purpose,purpose,NOUN,O
of,of,ADP,O
the,the,DET,O
dam,dam,NOUN,O
is,is,AUX,O
water,water,NOUN,O
supp,supp,NOUN,O
ly,##ly,NOUN,O
for,for,ADP,O
ir,ir,NOUN,O
rig,##rig,NOUN,O
ation,##ation,NOUN,O
and,and,CCONJ,O
mun,mun,ADJ,O
icip,##icip,ADJ,O
al,##al,ADJ,O
use,use,NOUN,O
in,in,ADP,O
Al,Al,PROPN,B-geo
g,##g,PROPN,I-geo
iers,##iers,PROPN,I-geo
which,which,DET,O
is,is,AUX,O
l,l,VERB,O
ocated,##ocated,VERB,O
35,35,NUM,O
km,km,NOUN,O
to,to,ADP,O
the,the,DET,O
west,west,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Lago,Lago,PROPN,B-geo
di,di,X,I-geo
P,P,PROPN,I-geo
ied,##ied,PROPN,I-geo
il,##il,PROPN,I-geo
u,##u,PROPN,I-geo
co,##co,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
lake,lake,NOUN,O
that,that,DET,O
str,str,VERB,O
add,##add,VERB,O
les,##les,VERB,O
the,the,DET,O
border,border,NOUN,O
between,between,ADP,O
the,the,DET,O
Prov,Prov,PROPN,B-geo
ince,##ince,PROPN,I-geo
of,of,ADP,I-geo
T,T,PROPN,I-geo
ern,##ern,PROPN,I-geo
i,##i,PROPN,I-geo
",",",",PUNCT,O
U,U,PROPN,B-geo
mb,##mb,PROPN,I-geo
ria,##ria,PROPN,I-geo
",",",",PUNCT,O
Italy,Italy,PROPN,B-geo
and,and,CCONJ,O
the,the,DET,O
Prov,Prov,PROPN,B-geo
ince,##ince,PROPN,I-geo
of,of,ADP,I-geo
R,R,PROPN,I-geo
iet,##iet,PROPN,I-geo
i,##i,PROPN,I-geo
",",",",PUNCT,O
L,L,PROPN,B-geo
az,##az,PROPN,I-geo
io,##io,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Lake,Lake,PROPN,O
B,B,PROPN,O
ienne,##ienne,PROPN,O
or,or,CCONJ,O
Lake,Lake,PROPN,B-geo
B,B,PROPN,I-geo
iel,##iel,PROPN,I-geo
is,is,AUX,O
a,a,DET,O
lake,lake,NOUN,O
in,in,ADP,O
western,western,ADJ,O
Sw,Sw,PROPN,B-geo
itzerland,##itzerland,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
S,S,PROPN,B-geo
ard,##ard,PROPN,I-geo
inia,##inia,PROPN,I-geo
is,is,AUX,O
the,the,DET,O
second,second,ADV,O
-,-,PUNCT,O
largest,largest,ADJ,O
is,is,NOUN,O
land,##land,NOUN,O
in,in,ADP,O
the,the,DET,O
Med,Med,PROPN,B-geo
iterranean,##iterranean,PROPN,I-geo
Sea,Sea,PROPN,I-geo
",",",",PUNCT,O
after,after,ADP,O
S,S,PROPN,B-geo
ic,##ic,PROPN,I-geo
ily,##ily,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
one,one,NUM,O
of,of,ADP,O
the,the,DET,O
20,20,NUM,O
reg,reg,NOUN,O
ions,##ions,NOUN,O
of,of,ADP,O
Italy,Italy,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
city,city,NOUN,O
is,is,AUX,O
the,the,DET,O
count,count,NOUN,O
y,##y,NOUN,O
seat,seat,NOUN,O
of,of,ADP,O
Ch,Ch,PROPN,B-geo
ilton,##ilton,PROPN,I-geo
Count,Count,PROPN,I-geo
y,##y,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
C,C,NOUN,B-geo
